ID or #		Start	End	Type	Contig
utr_Tb927.7.5460:mRNA_1		1474444	1474718	complete	NODE_209_length_26507_cov_9.892546:26029-25755
utr_Tb927.7.5460:mRNA_2		1475328	1475778	complete	NODE_209_length_26507_cov_9.892546:25145-24695
Tb927.4.580		166931	168539	complete	NODE_11_length_180711_cov_11.541886:91809-90201
Tb927.4.580:mRNA		166931	168539	complete	NODE_11_length_180711_cov_11.541886:91809-90201
exon_Tb927.4.580-E1		166931	168539	complete	NODE_11_length_180711_cov_11.541886:91809-90201
Tb927.4.580:mRNA-p1-CDS1		167194	168474	complete	NODE_11_length_180711_cov_11.541886:91546-90266
utr_Tb927.4.580:mRNA_1		166931	167193	complete	NODE_11_length_180711_cov_11.541886:91809-91547
utr_Tb927.4.580:mRNA_2		168475	168539	complete	NODE_11_length_180711_cov_11.541886:90265-90201
Tb927.5.2260		761928	762699	partial	NODE_151_length_40694_cov_12.285447:1-680
Tb927.5.2260:mRNA		761928	762699	partial	NODE_151_length_40694_cov_12.285447:1-680
exon_Tb927.5.2260-E1		761928	762699	partial	NODE_151_length_40694_cov_12.285447:1-680
Tb927.5.2260:mRNA-p1-CDS1		761975	762325	partial	NODE_151_length_40694_cov_12.285447:1-306
utr_Tb927.5.2260:mRNA_2		762326	762699	complete	NODE_151_length_40694_cov_12.285447:307-680
Tb927.4.740		205296	206958	complete	NODE_11_length_180711_cov_11.541886:52486-50824
Tb927.4.740:mRNA		205296	206958	complete	NODE_11_length_180711_cov_11.541886:52486-50824
exon_Tb927.4.740-E1		205296	206958	complete	NODE_11_length_180711_cov_11.541886:52486-50824
Tb927.4.740:mRNA-p1-CDS1		205463	206758	complete	NODE_11_length_180711_cov_11.541886:52319-51024
utr_Tb927.4.740:mRNA_1		205296	205462	complete	NODE_11_length_180711_cov_11.541886:52486-52320
utr_Tb927.4.740:mRNA_2		206759	206958	complete	NODE_11_length_180711_cov_11.541886:51023-50824
Tb927.9.3540		718165	718658	complete	NODE_130_length_48154_cov_11.732931:22566-22073
Tb927.9.3540:mRNA		718165	718658	complete	NODE_130_length_48154_cov_11.732931:22566-22073
exon_Tb927.9.3540-E1		718165	718658	complete	NODE_130_length_48154_cov_11.732931:22566-22073
Tb927.9.3540:mRNA-p1-CDS1		718167	718520	complete	NODE_130_length_48154_cov_11.732931:22564-22211
utr_Tb927.9.3540:mRNA_1		718165	718166	complete	NODE_130_length_48154_cov_11.732931:22566-22565
utr_Tb927.9.3540:mRNA_2		718521	718658	complete	NODE_130_length_48154_cov_11.732931:22210-22073
Tb10.NT.68		1635495	1635785	complete	NODE_313_length_15953_cov_12.613820:12397-12107
Tb10.NT.68:ncRNA		1635495	1635785	complete	NODE_313_length_15953_cov_12.613820:12397-12107
exon_Tb10.NT.68-E1		1635495	1635785	complete	NODE_313_length_15953_cov_12.613820:12397-12107
Tb927_10_v4.snoRNA.0022:snoRNA		2784861	2784930	complete	NODE_62_length_84699_cov_11.776323:77779-77848
Tb927_10_v4.snoRNA.0022:snoRNA:snoRNA		2784861	2784930	complete	NODE_62_length_84699_cov_11.776323:77779-77848
exon_Tb927_10_v4.snoRNA.0022:snoRNA-E1		2784861	2784930	complete	NODE_62_length_84699_cov_11.776323:77779-77848
Tb927.8.7110		2048385	2049994	complete	NODE_266_length_18913_cov_11.469473:9146-7537
Tb927.8.7110:mRNA		2048385	2049994	complete	NODE_266_length_18913_cov_11.469473:9146-7537
exon_Tb927.8.7110-E1		2048385	2049994	complete	NODE_266_length_18913_cov_11.469473:9146-7537
Tb927.8.7110:mRNA-p1-CDS1		2048672	2049994	complete	NODE_266_length_18913_cov_11.469473:8859-7537
utr_Tb927.8.7110:mRNA_1		2048385	2048671	complete	NODE_266_length_18913_cov_11.469473:9146-8860
Tb927.11.5100		1457741	1460531	complete	NODE_4_length_307487_cov_11.570141:226213-223423
Tb927.11.5100:mRNA		1457741	1460531	complete	NODE_4_length_307487_cov_11.570141:226213-223423
exon_Tb927.11.5100-E1		1457741	1460531	complete	NODE_4_length_307487_cov_11.570141:226213-223423
Tb927.11.5100:mRNA-p1-CDS1		1457838	1460531	complete	NODE_4_length_307487_cov_11.570141:226116-223423
utr_Tb927.11.5100:mRNA_1		1457741	1457837	complete	NODE_4_length_307487_cov_11.570141:226213-226117
Tb927.9.12440		1944831	1945665	complete	NODE_27_length_124960_cov_11.084879:19436-18602
Tb927.9.12440:mRNA		1944831	1945665	complete	NODE_27_length_124960_cov_11.084879:19436-18602
exon_Tb927.9.12440-E1		1944831	1945665	complete	NODE_27_length_124960_cov_11.084879:19436-18602
Tb927.9.12440:mRNA-p1-CDS1		1944908	1945609	complete	NODE_27_length_124960_cov_11.084879:19359-18658
utr_Tb927.9.12440:mRNA_1		1944831	1944907	complete	NODE_27_length_124960_cov_11.084879:19436-19360
utr_Tb927.9.12440:mRNA_2		1945610	1945665	complete	NODE_27_length_124960_cov_11.084879:18657-18602
Tb927.11.3770		1110233	1111488	complete	NODE_36_length_117917_cov_11.295485:79209-77954
Tb927.11.3770:mRNA		1110233	1111488	complete	NODE_36_length_117917_cov_11.295485:79209-77954
exon_Tb927.11.3770-E1		1110233	1111488	complete	NODE_36_length_117917_cov_11.295485:79209-77954
Tb927.11.3770:mRNA-p1-CDS1		1110371	1111159	complete	NODE_36_length_117917_cov_11.295485:79071-78283
utr_Tb927.11.3770:mRNA_1		1110233	1110370	complete	NODE_36_length_117917_cov_11.295485:79209-79072
utr_Tb927.11.3770:mRNA_2		1111160	1111488	complete	NODE_36_length_117917_cov_11.295485:78282-77954
Tb927.11.1190		348604	350308	complete	NODE_41_length_111163_cov_11.677502:15542-17246
Tb927.11.1190:mRNA		348604	350308	complete	NODE_41_length_111163_cov_11.677502:15542-17246
exon_Tb927.11.1190-E1		348604	350308	complete	NODE_41_length_111163_cov_11.677502:15542-17246
Tb927.11.1190:mRNA-p1-CDS1		348638	349987	complete	NODE_41_length_111163_cov_11.677502:15576-16925
utr_Tb927.11.1190:mRNA_1		348604	348637	complete	NODE_41_length_111163_cov_11.677502:15542-15575
utr_Tb927.11.1190:mRNA_2		349988	350308	complete	NODE_41_length_111163_cov_11.677502:16926-17246
Tb927.8.5560		1638632	1640521	complete	NODE_226_length_23226_cov_11.237678:5147-3258
Tb927.8.5560:mRNA		1638632	1640521	complete	NODE_226_length_23226_cov_11.237678:5147-3258
exon_Tb927.8.5560-E1		1638632	1640521	complete	NODE_226_length_23226_cov_11.237678:5147-3258
Tb927.8.5560:mRNA-p1-CDS1		1638752	1640353	complete	NODE_226_length_23226_cov_11.237678:5027-3426
utr_Tb927.8.5560:mRNA_1		1638632	1638751	complete	NODE_226_length_23226_cov_11.237678:5147-5028
utr_Tb927.8.5560:mRNA_2		1640354	1640521	complete	NODE_226_length_23226_cov_11.237678:3425-3258
Tb927.11.10610		2824357	2827611	complete	NODE_1_length_313583_cov_12.867365:188834-192088
Tb927.11.10610:mRNA		2824357	2827611	complete	NODE_1_length_313583_cov_12.867365:188834-192088
exon_Tb927.11.10610-E1		2824357	2827611	complete	NODE_1_length_313583_cov_12.867365:188834-192088
Tb927.11.10610:mRNA-p1-CDS1		2824423	2827245	complete	NODE_1_length_313583_cov_12.867365:188900-191722
utr_Tb927.11.10610:mRNA_1		2824357	2824422	complete	NODE_1_length_313583_cov_12.867365:188834-188899
utr_Tb927.11.10610:mRNA_2		2827246	2827611	complete	NODE_1_length_313583_cov_12.867365:191723-192088
Tb927.8.6980		2010270	2012924	partial	NODE_2437_length_2258_cov_11.446126:1853-1,NODE_6625_length_710_cov_21.753555:710-1,NODE_8565_length_552_cov_12.490526:552-376
Tb927.8.6980:mRNA		2010270	2012924	partial	NODE_2437_length_2258_cov_11.446126:1853-1,NODE_6625_length_710_cov_21.753555:710-1,NODE_8565_length_552_cov_12.490526:552-376
exon_Tb927.8.6980-E1		2010270	2012924	partial	NODE_2437_length_2258_cov_11.446126:1853-1,NODE_6625_length_710_cov_21.753555:710-1,NODE_8565_length_552_cov_12.490526:552-376
Tb927.8.6980:mRNA-p1-CDS1		2010423	2012924	partial	NODE_2437_length_2258_cov_11.446126:1700-1,NODE_6625_length_710_cov_21.753555:710-1,NODE_8565_length_552_cov_12.490526:552-376
utr_Tb927.8.6980:mRNA_1		2010270	2010422	complete	NODE_2437_length_2258_cov_11.446126:1853-1701
Tb927.4.1040		279831	280775	complete	NODE_127_length_49108_cov_11.833962:28124-27180
Tb927.4.1040:mRNA		279831	280775	complete	NODE_127_length_49108_cov_11.833962:28124-27180
exon_Tb927.4.1040-E1		279831	280775	complete	NODE_127_length_49108_cov_11.833962:28124-27180
Tb927.4.1040:mRNA-p1-CDS1		280221	280721	complete	NODE_127_length_49108_cov_11.833962:27734-27234
utr_Tb927.4.1040:mRNA_1		279831	280220	complete	NODE_127_length_49108_cov_11.833962:28124-27735
utr_Tb927.4.1040:mRNA_2		280722	280775	complete	NODE_127_length_49108_cov_11.833962:27233-27180
Tb927.10.7330		1850502	1851033	complete	NODE_72_length_79637_cov_12.516302:37669-37138
Tb927.10.7330:mRNA		1850502	1851033	complete	NODE_72_length_79637_cov_12.516302:37669-37138
exon_Tb927.10.7330-E1		1850502	1851033	complete	NODE_72_length_79637_cov_12.516302:37669-37138
Tb927.10.7330:mRNA-p1-CDS1		1850607	1851020	complete	NODE_72_length_79637_cov_12.516302:37564-37151
utr_Tb927.10.7330:mRNA_1		1850502	1850606	complete	NODE_72_length_79637_cov_12.516302:37669-37565
utr_Tb927.10.7330:mRNA_2		1851021	1851033	complete	NODE_72_length_79637_cov_12.516302:37150-37138
Tb927.11.9990		2690441	2692443	complete	NODE_1_length_313583_cov_12.867365:55323-57325
Tb927.11.9990:mRNA		2690441	2692443	complete	NODE_1_length_313583_cov_12.867365:55323-57325
exon_Tb927.11.9990-E1		2690441	2692443	complete	NODE_1_length_313583_cov_12.867365:55323-57325
Tb927.11.9990:mRNA-p1-CDS1		2691372	2692295	complete	NODE_1_length_313583_cov_12.867365:56254-57177
utr_Tb927.11.9990:mRNA_1		2690441	2691371	complete	NODE_1_length_313583_cov_12.867365:55323-56253
utr_Tb927.11.9990:mRNA_2		2692296	2692443	complete	NODE_1_length_313583_cov_12.867365:57178-57325
Tb927.7.7430		2134907	2136889	complete	NODE_248_length_20443_cov_21.510066:6238-8220
Tb927.7.7430:mRNA		2134907	2136889	complete	NODE_248_length_20443_cov_21.510066:6238-8220
exon_Tb927.7.7430-E1		2134907	2136889	complete	NODE_248_length_20443_cov_21.510066:6238-8220
Tb927.7.7430:mRNA-p1-CDS1		2135097	2136851	complete	NODE_248_length_20443_cov_21.510066:6428-8182
utr_Tb927.7.7430:mRNA_1		2134907	2135096	complete	NODE_248_length_20443_cov_21.510066:6238-6427
utr_Tb927.7.7430:mRNA_2		2136852	2136889	complete	NODE_248_length_20443_cov_21.510066:8183-8220
Tb927.11.7440		2092904	2093490	complete	NODE_91_length_63031_cov_11.666360:45314-45900
Tb927.11.7440:mRNA		2092904	2093490	complete	NODE_91_length_63031_cov_11.666360:45314-45900
exon_Tb927.11.7440-E1		2092904	2093490	complete	NODE_91_length_63031_cov_11.666360:45314-45900
Tb927.11.7440:mRNA-p1-CDS1		2092912	2093490	complete	NODE_91_length_63031_cov_11.666360:45322-45900
utr_Tb927.11.7440:mRNA_1		2092904	2092911	complete	NODE_91_length_63031_cov_11.666360:45314-45321
Tb927.1.820		254295	256475	complete	NODE_152_length_40205_cov_11.333084:9398-11578
Tb927.1.820:mRNA		254295	256475	complete	NODE_152_length_40205_cov_11.333084:9398-11578
exon_Tb927.1.820-E1		254295	256475	complete	NODE_152_length_40205_cov_11.333084:9398-11578
Tb927.1.820:mRNA-p1-CDS1		254856	256136	complete	NODE_152_length_40205_cov_11.333084:9959-11239
utr_Tb927.1.820:mRNA_1		254295	254855	complete	NODE_152_length_40205_cov_11.333084:9398-9958
utr_Tb927.1.820:mRNA_2		256137	256475	complete	NODE_152_length_40205_cov_11.333084:11240-11578
Tb927.11.3130		890533	893699	partial	NODE_76_length_75390_cov_11.386905:63774-62894,NODE_76_length_75390_cov_11.386905:62793-61655,NODE_76_length_75390_cov_11.386905:61554-60886
Tb927.11.3130:mRNA		890533	893699	partial	NODE_76_length_75390_cov_11.386905:63774-62894,NODE_76_length_75390_cov_11.386905:62793-61655,NODE_76_length_75390_cov_11.386905:61554-60886
exon_Tb927.11.3130-E1		890533	893699	partial	NODE_76_length_75390_cov_11.386905:63774-62894,NODE_76_length_75390_cov_11.386905:62793-61655,NODE_76_length_75390_cov_11.386905:61554-60886
Tb927.11.3130:mRNA-p1-CDS1		891536	893461	partial	NODE_76_length_75390_cov_11.386905:62793-61655,NODE_76_length_75390_cov_11.386905:61554-61124
utr_Tb927.11.3130:mRNA_1		890533	891535	partial	NODE_76_length_75390_cov_11.386905:63774-62894
utr_Tb927.11.3130:mRNA_2		893462	893699	complete	NODE_76_length_75390_cov_11.386905:61123-60886
Tb927.11.18990		121739	124713	partial	NODE_3772_length_1323_cov_11.760032:964-1104,NODE_424_length_11531_cov_16.279291:11221-10665,NODE_2675_length_2044_cov_9.937468:1211-1320,NODE_424_length_11531_cov_16.279291:9213-8970
Tb927.11.18990:pseudogenic_transcript		121739	124713	partial	NODE_3772_length_1323_cov_11.760032:964-1104,NODE_424_length_11531_cov_16.279291:11221-10665,NODE_2675_length_2044_cov_9.937468:1211-1320,NODE_424_length_11531_cov_16.279291:9213-8970
exon_Tb927.11.18990-E1		121739	124713	partial	NODE_3772_length_1323_cov_11.760032:964-1104,NODE_424_length_11531_cov_16.279291:11221-10665,NODE_2675_length_2044_cov_9.937468:1211-1320,NODE_424_length_11531_cov_16.279291:9213-8970
Tb927.11.18990:pseudogenic_transcript-p1-CDS1		123118	124713	partial	NODE_2675_length_2044_cov_9.937468:1211-1320,NODE_424_length_11531_cov_16.279291:9213-8970
utr_Tb927.11.18990:pseudogenic_transcript_1		121739	123117	partial	NODE_3772_length_1323_cov_11.760032:964-1104,NODE_424_length_11531_cov_16.279291:11221-10665
Tb927.8.2640		778840	782385	complete	NODE_52_length_93366_cov_11.503875:34256-37801
Tb927.8.2640:mRNA		778840	782385	complete	NODE_52_length_93366_cov_11.503875:34256-37801
exon_Tb927.8.2640-E1		778840	782385	complete	NODE_52_length_93366_cov_11.503875:34256-37801
Tb927.8.2640:mRNA-p1-CDS1		779218	782385	complete	NODE_52_length_93366_cov_11.503875:34634-37801
utr_Tb927.8.2640:mRNA_1		778840	779217	complete	NODE_52_length_93366_cov_11.503875:34256-34633
Tb927.4.5200		1418353	1420384	partial	NODE_1550_length_3570_cov_11.059548:1161-1,NODE_1300_length_4148_cov_10.913780:1-125
Tb927.4.5200:mRNA		1418353	1420384	partial	NODE_1550_length_3570_cov_11.059548:1161-1,NODE_1300_length_4148_cov_10.913780:1-125
exon_Tb927.4.5200-E1		1418353	1420384	partial	NODE_1550_length_3570_cov_11.059548:1161-1,NODE_1300_length_4148_cov_10.913780:1-125
Tb927.4.5200:mRNA-p1-CDS1		1418433	1420358	partial	NODE_1550_length_3570_cov_11.059548:1081-1
utr_Tb927.4.5200:mRNA_1		1418353	1418432	complete	NODE_1550_length_3570_cov_11.059548:1161-1082
utr_Tb927.4.5200:mRNA_2		1420359	1420384	complete	NODE_1300_length_4148_cov_10.913780:100-125
Tb927.9.12490		1951118	1955671	complete	NODE_27_length_124960_cov_11.084879:13149-8596
Tb927.9.12490:mRNA		1951118	1955671	complete	NODE_27_length_124960_cov_11.084879:13149-8596
exon_Tb927.9.12490-E1		1951118	1955671	complete	NODE_27_length_124960_cov_11.084879:13149-8596
Tb927.9.12490:mRNA-p1-CDS1		1951229	1955068	complete	NODE_27_length_124960_cov_11.084879:13038-9199
utr_Tb927.9.12490:mRNA_1		1951118	1951228	complete	NODE_27_length_124960_cov_11.084879:13149-13039
utr_Tb927.9.12490:mRNA_2		1955069	1955671	complete	NODE_27_length_124960_cov_11.084879:9198-8596
Tb927.6.5490		1524124	1525221	partial	NODE_1042_length_5069_cov_7.307292:106-2
Tb927.6.5490:pseudogenic_transcript		1524124	1525221	partial	NODE_1042_length_5069_cov_7.307292:106-2
exon_Tb927.6.5490-E1		1524124	1525221	partial	NODE_1042_length_5069_cov_7.307292:106-2
Tb927.6.5490:pseudogenic_transcript-p1-CDS1		1524124	1525212	partial	NODE_1042_length_5069_cov_7.307292:106-2
Tb927.10.11400		2778268	2779928	complete	NODE_62_length_84699_cov_11.776323:71186-72846
Tb927.10.11400:mRNA		2778268	2779928	complete	NODE_62_length_84699_cov_11.776323:71186-72846
exon_Tb927.10.11400-E1		2778268	2779928	complete	NODE_62_length_84699_cov_11.776323:71186-72846
Tb927.10.11400:mRNA-p1-CDS1		2778340	2779857	complete	NODE_62_length_84699_cov_11.776323:71258-72775
utr_Tb927.10.11400:mRNA_1		2778268	2778339	complete	NODE_62_length_84699_cov_11.776323:71186-71257
utr_Tb927.10.11400:mRNA_2		2779858	2779928	complete	NODE_62_length_84699_cov_11.776323:72776-72846
Tb927.4.5210		1420657	1421100	complete	NODE_1300_length_4148_cov_10.913780:398-841
Tb927.4.5210:mRNA		1420657	1421100	complete	NODE_1300_length_4148_cov_10.913780:398-841
exon_Tb927.4.5210-E1		1420657	1421100	complete	NODE_1300_length_4148_cov_10.913780:398-841
Tb927.4.5210:mRNA-p1-CDS1		1420657	1420911	complete	NODE_1300_length_4148_cov_10.913780:398-652
utr_Tb927.4.5210:mRNA_1		1420912	1421100	complete	NODE_1300_length_4148_cov_10.913780:653-841
Tb927.1.3130		683008	684631	complete	NODE_30_length_122476_cov_12.494130:36592-38215
Tb927.1.3130:mRNA		683008	684631	complete	NODE_30_length_122476_cov_12.494130:36592-38215
exon_Tb927.1.3130-E1		683008	684631	complete	NODE_30_length_122476_cov_12.494130:36592-38215
Tb927.1.3130:mRNA-p1-CDS1		683132	684631	complete	NODE_30_length_122476_cov_12.494130:36716-38215
utr_Tb927.1.3130:mRNA_1		683008	683131	complete	NODE_30_length_122476_cov_12.494130:36592-36715
Tb927.3.510		111962	115422	partial	NODE_3582_length_1408_cov_7.109692:1408-567
Tb927.3.510:mRNA		111962	115422	partial	NODE_3582_length_1408_cov_7.109692:1408-567
exon_Tb927.3.510-E1		111962	115422	partial	NODE_3582_length_1408_cov_7.109692:1408-567
utr_Tb927.3.510:mRNA_2		114372	115422	partial	NODE_3582_length_1408_cov_7.109692:1408-567
Tb927.6.2710		812157	815741	complete	NODE_9_length_206142_cov_11.184209:30769-34353
Tb927.6.2710:mRNA		812157	815741	complete	NODE_9_length_206142_cov_11.184209:30769-34353
exon_Tb927.6.2710-E1		812157	815741	complete	NODE_9_length_206142_cov_11.184209:30769-34353
Tb927.6.2710:mRNA-p1-CDS1		812991	815276	complete	NODE_9_length_206142_cov_11.184209:31603-33888
utr_Tb927.6.2710:mRNA_1		812157	812990	complete	NODE_9_length_206142_cov_11.184209:30769-31602
utr_Tb927.6.2710:mRNA_2		815277	815741	complete	NODE_9_length_206142_cov_11.184209:33889-34353
Tb927.11.9295		2555051	2555511	complete	NODE_200_length_27892_cov_11.743340:15555-15095
Tb927.11.9295:mRNA		2555051	2555511	complete	NODE_200_length_27892_cov_11.743340:15555-15095
exon_Tb927.11.9295-E1		2555051	2555511	complete	NODE_200_length_27892_cov_11.743340:15555-15095
Tb927.11.9295:mRNA-p1-CDS1		2555142	2555432	complete	NODE_200_length_27892_cov_11.743340:15464-15174
utr_Tb927.11.9295:mRNA_1		2555051	2555141	complete	NODE_200_length_27892_cov_11.743340:15555-15465
utr_Tb927.11.9295:mRNA_2		2555433	2555511	complete	NODE_200_length_27892_cov_11.743340:15173-15095
Tb927.11.12000		3220128	3221719	complete	NODE_10_length_204262_cov_11.864471:2286-3877
Tb927.11.12000:mRNA		3220128	3221719	complete	NODE_10_length_204262_cov_11.864471:2286-3877
exon_Tb927.11.12000-E1		3220128	3221719	complete	NODE_10_length_204262_cov_11.864471:2286-3877
Tb927.11.12000:mRNA-p1-CDS1		3220823	3221719	complete	NODE_10_length_204262_cov_11.864471:2981-3877
utr_Tb927.11.12000:mRNA_1		3220128	3220822	complete	NODE_10_length_204262_cov_11.864471:2286-2980
Tb927.9.4207		797229	797541	complete	NODE_1854_length_3005_cov_22.589822:2231-1919
Tb927.9.4207:ncRNA		797229	797541	complete	NODE_1854_length_3005_cov_22.589822:2231-1919
exon_Tb927.9.4207-E1		797229	797541	complete	NODE_1854_length_3005_cov_22.589822:2231-1919
Tb927.9.730		179941	180294	complete	NODE_2465_length_2228_cov_7.947931:751-398
Tb927.9.730:mRNA		179941	180294	complete	NODE_2465_length_2228_cov_7.947931:751-398
exon_Tb927.9.730-E1		179941	180294	complete	NODE_2465_length_2228_cov_7.947931:751-398
Tb927.9.730:mRNA-p1-CDS1		179941	180294	complete	NODE_2465_length_2228_cov_7.947931:751-398
Tb927.11.11920		3192954	3195411	complete	NODE_105_length_57651_cov_12.234585:11541-9084
Tb927.11.11920:mRNA		3192954	3195411	complete	NODE_105_length_57651_cov_12.234585:11541-9084
exon_Tb927.11.11920-E1		3192954	3195411	complete	NODE_105_length_57651_cov_12.234585:11541-9084
Tb927.11.11920:mRNA-p1-CDS1		3193084	3195411	complete	NODE_105_length_57651_cov_12.234585:11411-9084
utr_Tb927.11.11920:mRNA_1		3192954	3193083	complete	NODE_105_length_57651_cov_12.234585:11541-11412
Tb927.11.18150		4912534	4916213	partial	NODE_1503_length_3654_cov_8.145094:888-1116,NODE_5866_length_809_cov_6.262295:115-1,NODE_1503_length_3654_cov_8.145094:1311-1498,NODE_2416_length_2287_cov_7.361086:1317-1,NODE_4213_length_1149_cov_10.193097:1-1137
Tb927.11.18150:pseudogenic_transcript		4912534	4916213	partial	NODE_1503_length_3654_cov_8.145094:888-1116,NODE_5866_length_809_cov_6.262295:115-1,NODE_1503_length_3654_cov_8.145094:1311-1498,NODE_2416_length_2287_cov_7.361086:1317-1,NODE_4213_length_1149_cov_10.193097:1-1137
exon_Tb927.11.18150-E2		4912534	4912723	complete	NODE_1503_length_3654_cov_8.145094:888-1077
exon_Tb927.11.18150-E1		4912726	4916213	partial	NODE_1503_length_3654_cov_8.145094:1311-1498,NODE_2416_length_2287_cov_7.361086:1317-1,NODE_4213_length_1149_cov_10.193097:1-1137
Tb927.11.18150:pseudogenic_transcript-p1-CDS2		4912661	4912723	complete	NODE_1503_length_3654_cov_8.145094:1015-1077
Tb927.11.18150:pseudogenic_transcript-p1-CDS1		4912726	4913319	partial	NODE_1503_length_3654_cov_8.145094:1311-1498
utr_Tb927.11.18150:pseudogenic_transcript_1		4912534	4912660	complete	NODE_1503_length_3654_cov_8.145094:888-1014
utr_Tb927.11.18150:pseudogenic_transcript_2		4913320	4916213	partial	NODE_2416_length_2287_cov_7.361086:1317-1,NODE_4213_length_1149_cov_10.193097:1-1137
Tb927.7.140		7638	9188	partial	NODE_2647_length_2069_cov_9.697791:493-1,NODE_8137_length_579_cov_6.067729:579-1,NODE_8855_length_537_cov_5.806522:148-1
Tb927.7.140:pseudogenic_transcript		7638	9188	partial	NODE_2647_length_2069_cov_9.697791:493-1,NODE_8137_length_579_cov_6.067729:579-1,NODE_8855_length_537_cov_5.806522:148-1
exon_Tb927.7.140-E1		7638	9188	partial	NODE_2647_length_2069_cov_9.697791:493-1,NODE_8137_length_579_cov_6.067729:579-1,NODE_8855_length_537_cov_5.806522:148-1
Tb927.7.140:pseudogenic_transcript-p1-CDS1		7638	9188	partial	NODE_2647_length_2069_cov_9.697791:493-1,NODE_8137_length_579_cov_6.067729:579-1,NODE_8855_length_537_cov_5.806522:148-1
Tb927.11.11340		3030973	3034025	complete	NODE_347_length_13675_cov_24.134799:11896-8844
Tb927.11.11340:mRNA		3030973	3034025	complete	NODE_347_length_13675_cov_24.134799:11896-8844
exon_Tb927.11.11340-E1		3030973	3034025	complete	NODE_347_length_13675_cov_24.134799:11896-8844
Tb927.11.11340:mRNA-p1-CDS1		3030974	3033322	complete	NODE_347_length_13675_cov_24.134799:11895-9547
utr_Tb927.11.11340:mRNA_1		3030973	3030973	complete	NODE_347_length_13675_cov_24.134799:11896-11896
utr_Tb927.11.11340:mRNA_2		3033323	3034025	complete	NODE_347_length_13675_cov_24.134799:9546-8844
Tb927.2.6080		1097566	1099351	complete	NODE_197_length_29045_cov_11.717412:20191-21976
